ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
2069625-20110715,2069625,358454,1
1120606-20030216,1323309,209933,1
1243973-20030216,1327077,245823,1
2021730-20160216,2439366,204038,2
1446587-20050516,1590278,270443,1
1986025-20090729,1986025,295858,2
1742770-20060908,1742770,301525,1
1476016-20040312,1476016,272953,1
1145474-20020216,1219405,216037,1
1224765-20050216,1563951,215163,1
1172362-20040216,1477210,219641,1
1273673-20021018,1273673,251749,1
1716683-20060524,1716683,304748,1
35311-20110516,2085476,32800,1
1044543-20020216,1216272,203093,1
1647776-20060216,1674785,297448,1
1379745-20050216,1568196,265005,1
1739680-20081216,1936437,307358,1
1820416-20110516,2086957,317278,1
1923115-20080814,1923115,335959,1
17695-20030216,1317009,51899,2
1679667-20060221,1679667,13616,1
1678708-20060208,1678708,300794,1
254-20101116,2056251,24017,1
14763-20101116,2056819,51545,1
37161-20080516,1896175,54533,1
54453-20030216,1318506,57354,1
1492215-20040525,1492215,276579,1
1479900-20041116,1534144,206032,2
1069197-20070216,1785478,205145,1
38715-20120316,2135152,15678,1
1198059-20070516,1811909,87211,2
1094304-20121116,2186771,207600,1
1916399-20100116,2007563,329730,1
1382935-20030808,1382935,266501,1
1677201-20060124,1677201,300182,1
1513861-20100316,2016035,278813,1
64917-20070216,1782660,59317,1
1249799-20020625,1249799,249948,1
1579356-20060216,1672596,288919,1
2088181-20110324,2088181,360778,1
2146189-20120316,2146189,370519,1
1718162-20060612,1718162,305568,1
1472958-20061116,1759532,271689,1
1598276-20050617,1598276,292903,1
1273113-20020801,1273113,251527,1
16826-20070216,1774214,6944,2
59086-20030216,1318741,58273,1
1141880-20100316,2015277,60619,3
1740077-20070216,1796738,307520,1
2104237-20110713,2104237,363974,1
40494-20031116,1409791,15962,1
2147303-20120403,2147303,371063,1
17256-20030516,1341459,7049,4
67098-20050216,1560652,64964,1
1356131-20051116,1639436,263261,1
1622634-20050919,1622634,295935,1
2032968-20100512,2032968,353275,1
1476610-20050216,1569820,273135,1
1959427-20131116,2287761,341294,1
1915921-20080707,1915921,333996,1
1576246-20050311,1576246,243206,12
1519979-20080716,1906539,72911,3
1948067-20110116,2065796,16996,8
84752-20030216,1320058,65746,2
1225808-20030216,1326443,243295,1
1675660-20081016,1925563,299612,1
1819245-20070427,1819245,316812,1
47922-20040216,1455288,36700,1
1357518-20060216,1654527,22412,3
1823042-20070625,1823042,318839,1
31443-20130616,2248889,85674,2
1123350-20020216,1218107,211351,1
1915145-20120716,2155747,333419,1
1574698-20070516,1811018,67857,6
16928-20150516,2387512,85950,1
1574384-20050215,1574384,212036,18
2068838-20101118,2068838,358078,1
27709-20150316,2375568,30841,1
1738801-20110316,2075539,27477,12
1272981-20020923,1272981,251460,1
1444346-20050216,1568956,269445,1
1271250-20021116,1298839,250596,1
1336186-20070216,1785017,88621,3
1489306-20060816,1725280,46922,3
1445273-20080416,1889828,37451,2
1800584-20110916,2106861,312829,3
1123480-20060216,1664400,211423,1
1648773-20060816,1736043,298213,1
43233-20030816,1364850,35029,1
77186-20030216,1320388,67110,2
1893701-20111116,2118824,329052,1
2098768-20130116,2200656,278151,2
1618098-20050715,1618098,293925,1
53019-20020216,1211775,57103,1
1351656-20030516,1351656,261070,1
18887-20060216,1662841,85763,1
1492211-20040510,1492211,276414,1
1594536-20050429,1594536,290805,1
66345-20020816,1265339,87140,1
28540-20070216,1778571,31082,1
1681036-20111016,2111449,208357,14
2128994-20130816,2268611,364254,2
2083977-20110225,2083977,360050,1
1617054-20100716,2034771,265231,2
1245760-20030216,1327412,246870,1
1226162-20030512,1226162,8007,3
1622427-20120216,2132364,295832,1
1043536-20060216,1663673,202431,1
27678-20080816,1911834,63636,2
10411-20050216,1553864,26408,1
18979-20120716,2154711,85769,2
1303768-20030816,1377754,255926,1
35537-20060216,1660072,54264,1
1142633-20111016,2111480,214429,1
18156-20020216,1210209,51948,1
1490383-20071116,1862886,275654,1
1272760-20070216,1841927,251355,1
1948105-20081230,1948105,339785,1
1270650-20020722,1270650,250257,1
1228342-20030216,1326878,245120,1
1822017-20070529,1822017,317933,1
1768208-20080316,1887248,310734,1
1697441-20070216,1780662,45664,3
2074159-20110105,2074159,358979,1
1092697-20021116,1294806,206859,1
1422424-20100416,2018137,7300,1
1576320-20050209,1576320,287491,1
1513799-20040702,1513799,278777,1
1576118-20070216,1792507,287397,1
1122606-20070216,1785936,210877,1
2129108-20111117,2129108,367872,1
2074570-20110112,2074570,358912,1
1329771-20050216,1566757,257070,1
1247752-20110116,2066024,27740,4
1616820-20050627,1616820,293331,1
1948734-20120216,2131322,40128,2
1142875-20030216,1334428,214572,1
1597529-20050609,1597529,41900,3
29806-20040816,1501364,31399,1
1892988-20080310,1892988,12450,2
31994-20041116,1527120,32025,1
2129167-20131216,2292621,367890,1
2163999-20120705,2163999,373813,1
2184080-20120906,2184080,250594,2
2163548-20120627,2163548,373586,1
1140675-20030216,1308161,12447,1
86954-20060216,1662624,85267,2
1516275-20120516,2144978,279967,1
1575562-20051116,1643226,287116,1
82601-20050216,1561274,68206,1
1354016-20060516,1688412,60752,23
21069-20060216,1661407,63322,2
2158331-20120611,2158331,373069,1
2119909-20131016,2282695,366406,1
1769340-20130116,2201023,310885,1
1445598-20071216,1872185,270219,1
1816300-20071016,1846009,24768,2
1166095-20030216,1330525,216611,1
1115-20060816,1719364,212,1
1772420-20101016,2051734,218965,3
1357490-20030711,1357490,264041,1
23863-20070216,1778310,29870,1
1801650-20110416,2081775,216033,3
1840896-20101016,2052403,295467,3
1694397-20070216,1782633,58984,3
2099457-20110610,2099457,362866,1
1515989-20050216,1571790,279834,1
47557-20030216,1318203,56174,1
1245759-20060216,1666246,246870,1
1595625-20050513,1595625,291227,1
1334250-20090416,1956169,57640,3
2114868-20110909,2114868,366103,1
1381470-20070216,1789591,265835,1
1168047-20030816,1374271,217619,1
2119857-20110920,2119857,366384,1
1118958-20020816,1265482,88793,3
1069664-20031116,1436076,203554,1
2042230-20120716,2156315,354410,1
1356028-20060816,1731862,262678,1
2163991-20120706,2163991,373809,1
1891871-20081030,1891871,4808,1
1139912-20090316,1949910,28423,2
1140115-20110416,2080616,28853,3
1223592-20040216,1463971,230160,1
1194655-20110316,2076840,212486,1
1921999-20080731,1921999,331089,1
1908342-20080519,1908342,331796,1
1802609-20080416,1891362,305924,2
1442924-20031008,1442924,268807,1
2084077-20110301,2084077,360100,1
1474744-20040316,1474744,56619,3
1899625-20080411,1899625,326511,2
30349-20031116,1430449,31547,1
63887-20040816,1502850,42600,1
1519350-20120916,2174436,270488,1
18199-20030216,1317029,51957,1
1520107-20041001,1520107,281634,1
1477646-20060216,1664750,214635,3
1770293-20110916,2106843,311710,1
2037238-20100603,2037238,353877,1
1517191-20040831,1517191,280354,1
53424-20020216,1211812,57188,1
1888360-20090416,1957219,258910,2
20508-20020216,1204359,29077,1
48758-20041116,1528058,36985,1
2121215-20120716,2154801,203891,2
86604-20020216,1214690,81898,2
1299718-20040216,1465713,253996,1
1695925-20060411,1695925,301790,1
1518195-20040824,1518195,216611,2
1139958-20080416,1890584,212674,1
53288-20111216,2122307,38664,1
2069841-20101220,2069841,358544,1
1874825-20071115,1874825,35768,2
1144638-20021116,1294679,205775,2
2163743-20160116,2436685,368856,1
1985871-20110616,2092630,345914,1
2093364-20110606,2093364,361675,1
2013404-20091223,2013404,349767,1
1171338-20020216,1220275,219119,1
1698568-20060512,1698568,304504,1
1491714-20040503,1491714,276355,1
1423211-20070216,1789783,267819,1
1969018-20090422,1969018,342805,1
1675005-20110816,2101464,299246,1
2017674-20110816,2100443,47093,3
1447755-20060216,1669228,271159,1
2110018-20110830,2110018,336528,2
1047906-20040816,1507831,204983,1
2060046-20110916,2106793,308670,2
1846787-20081116,1931188,306949,1
1998584-20091019,1998584,347790,1
1980913-20090714,1980913,343868,7
1680228-20070216,1795114,301404,1
1302717-20050216,1566558,255507,1
1170160-20050216,1564346,218535,1
58900-20040216,1458636,58219,1
2109086-20110802,2109086,365028,1
1248531-20080116,1877197,246367,1
5786-20111116,2115619,11065,1
1335107-20030224,1335107,259456,1
2088896-20110406,2088896,361088,1
68117-20020216,1202019,20925,1
2157726-20120606,2157726,277127,2
86123-20030216,1320323,66755,2
1358298-20100416,2019597,264358,1
1681935-20090216,1946469,302198,1
2197009-20121106,2197009,376896,1
1622573-20070216,1793957,295906,1
1740768-20060911,1740768,307876,1
2048855-20100728,2048855,337542,4
1818215-20071016,1818215,288081,2
1300187-20021101,1300187,246788,2
1576127-20051116,1639212,261792,2
1493772-20050216,1571061,277332,1
1143345-20030216,1324232,214757,2
2121102-20131016,2282255,347527,2
1495817-20040623,1495817,278508,1
26113-20040216,1457575,52958,1
1351640-20050816,1604718,44076,2
48112-20040816,1414425,36775,1
1768716-20120116,2126416,22618,7
2069369-20101201,2069369,358325,1
2146942-20120329,2146942,370908,1
1046974-20070216,1785013,88608,2
1243892-20060816,1730659,245618,1
80028-20070516,1811695,86122,4
2068903-20101118,2068903,358109,1
2108382-20110722,2108382,352912,3
3475-20020216,1198205,497,2
2152717-20140516,2319294,371882,1
2060141-20121016,2183073,356915,1
86181-20110516,2085983,66808,2
1803598-20070309,1803598,314997,1
71920-20050216,1552800,21731,2
1910427-20110516,2087027,323414,2
37036-20050216,1558940,54501,1
16059-20060216,1661317,63158,1
1697875-20070216,1795751,303772,7
77250-20050216,1561108,67126,1
73834-20030216,1310028,22136,2
48103-20040816,1419291,86238,1
1193379-20020216,1220446,219892,1
1272061-20030216,1328330,250909,1
2202896-20121205,2202896,377507,1
1597186-20110416,2082412,292255,1
1820747-20070514,1820747,317419,1
1716734-20140116,2297088,304775,1
1820158-20070507,1820158,317181,1
1332990-20040216,1466652,258557,1
1927834-20120916,2175945,336651,1
2087874-20110321,2087874,360610,1
2042745-20100630,2042745,354646,1
2137270-20120131,2137270,343254,22
2115291-20111107,2115291,364795,1
2183462-20120820,2183462,374988,1
2178015-20140816,2339979,374465,1
1226262-20020301,1226262,28419,2
1332981-20080916,1918729,258555,1
1942761-20081121,1942761,339032,1
45258-20110316,2075695,35740,1
1444174-20070216,1789955,269347,1
1594907-20050505,1594907,290996,1
1356687-20060216,1668266,263568,1
1383941-20030822,1383941,45187,3
1514783-20060216,1658096,38931,3
1577223-20111016,2111230,65406,76
1991392-20110116,2067741,312675,3
1547353-20110916,2106480,285408,1
24530-20100516,2023744,52722,1
78615-20020216,1202676,23140,2
1908256-20100616,2030761,331767,1
39944-20020216,1200627,15878,1
1576384-20090316,1950269,52155,2
1303109-20021205,1303109,10346,4
2060358-20110916,2107643,347284,2
1383169-20031202,1383169,254121,1
1046198-20030216,1322176,202222,1
38588-20060216,1661618,64115,1
1478847-20070216,1790653,273959,1
1681227-20070216,1795236,301848,1
83914-20020816,1264336,81347,1
2098566-20110610,2098566,362494,3
2087936-20110322,2087936,327341,2
1141408-20050216,1563763,213785,1
1596178-20060216,1659109,49200,2
2087870-20110318,2087870,359940,1
1490599-20050216,1570645,275678,1
1843618-20090416,1956590,64827,3
1677839-20070216,1782765,60518,3
1273915-20070216,1840788,251852,1
1622763-20070516,1815212,296001,1
1894605-20080324,1894605,293706,3
1142354-20050216,1555322,32008,2
1545523-20070216,1792082,284220,1
1738507-20060712,1738507,300210,1
1718703-20080816,1912505,259063,4
1801928-20070216,1801928,314418,1
1093237-20120116,2126438,24280,1
63913-20020816,1262199,59118,1
59770-20030216,1318765,58421,1
1145104-20030216,1324435,215817,1
1893631-20080314,1893631,329027,1
19291-20020516,1244358,5688,7
1248539-20050216,1557754,48375,4
2177109-20120717,2177109,374129,1
1694844-20060331,1694844,253851,2
2004067-20091109,2004067,348696,1
1573344-20050106,1573344,286197,1
1739442-20060801,1739442,49741,2
2146455-20120411,2146455,370655,1
1300183-20021030,1300183,254199,1
1403949-20030902,1403949,267386,1
1332131-20050216,1561656,85486,2
1442457-20031020,1442457,268643,1
1575898-20070216,1792487,287280,1
1573804-20071116,1852982,28435,3
52151-20050816,1604184,38213,1
1445349-20031204,1445349,270121,1
69502-20100316,2014766,21192,2
2004407-20140916,2347063,348807,3
1303392-20030216,1330642,255794,1
1491659-20040503,1491659,276334,1
1914994-20080626,1914994,333346,1
1893885-20080916,1920569,329140,1
1843490-20120116,2127706,287186,2
1991356-20120216,2131909,248681,2
1226162-20140316,2305364,8007,3
1142599-20030216,1324181,214424,1
1921646-20080815,1921646,57994,4
1817755-20070416,1817755,316244,1
1332356-20030324,1332356,258271,1
1542191-20070216,1791858,282071,1
1304806-20070216,1816543,256281,1
1222251-20020204,1222251,223330,1
1965132-20151016,2419985,19796,2
1618423-20070816,1838141,294066,1
1223429-20020205,1223429,230098,1
9096-20091016,1988608,85508,2
1045550-20040816,1507742,203688,1
1144933-20030216,1324423,215724,1
2124946-20111026,2124946,367322,1
73412-20050216,1559978,61181,1
1222910-20030216,1325995,229879,1
1144109-20050216,1563957,215263,1
2198256-20121114,2198256,377046,1
2134370-20120106,2134370,368856,1
2003021-20091119,2003021,348304,1
39672-20030216,1313344,34021,2
1331094-20030204,1331094,257719,1
32723-20020930,151929,14571,1
1573130-20041228,1573130,286094,1
1472876-20111116,2115698,11071,54
1592596-20050502,1592596,55050,14
2064666-20101026,2064666,357610,1
2130048-20111208,2130048,368264,1
6411-20030216,1319313,62771,1
36844-20020216,1205792,33219,1
1922750-20080808,1922750,335807,1
2192915-20121012,2192915,357161,3
1489751-20040408,1489751,275323,1
17516-20060216,1659569,51874,1
70558-20080316,1885919,45100,1
1518439-20050216,1565653,247760,2
1948422-20090816,1979060,339937,1
1820201-20110416,2080399,16763,4
1592690-20060216,1672853,289878,1
1981039-20090710,1981039,345308,2
1357183-20050216,1553007,22661,2
61992-20050216,1559747,58789,1
2093738-20110429,2093738,7426,8
41204-20030216,1317954,55214,1
1123535-20120216,2131735,211463,1
1698886-20090216,1946533,304636,1
2009208-20091210,2009208,349444,1
1889143-20101116,2058704,327630,1
1822581-20080216,1883079,318189,1
1675186-20061116,1750907,43360,2
30875-20110216,2071128,53597,1
81255-20040216,1459594,65406,2
1883818-20090216,1947205,325753,1
34938-20071116,1849237,4398,1
1648493-20111216,2123335,298060,1
2141274-20160316,2445064,326984,2
55015-20040216,1414718,39346,1
41212-20121016,2180719,34444,1
69462-20030216,1307171,5408,1
1573648-20090416,1957609,286040,1
2146968-20120329,2146968,370925,1
1517447-20140116,2296049,82001,4
42556-20041116,1521845,4786,4
1909599-20110916,2107193,332341,1
1576874-20050222,1576874,52414,3
2102932-20110622,2102932,363178,1
38698-20030216,1317845,54782,1
1479302-20080616,1901757,274128,1
2074162-20130116,2201536,349966,1
86531-20050216,1561480,81837,2
1247038-20020711,1247038,247529,1
1696509-20101116,2056290,25283,3
1894601-20080321,1894601,285870,3
2113978-20130916,2276702,364602,2
1597379-20070516,1813946,273735,2
1964967-20131116,2287781,342474,1
1801097-20070515,1801097,302351,2
1817484-20110416,2082722,316142,1
25035-20020216,1204709,30203,1
1913969-20130616,2248414,46101,2
1444429-20031029,1444429,269450,1
72180-20111016,2110405,21795,1
20384-20040216,1453445,29058,1
1445488-20031113,1445488,270177,1
26036-20040216,1453806,30459,1
1475687-20040203,1475687,272834,1
1910318-20080627,1910318,332774,1
1545915-20071116,1860921,253717,2
17328-20040216,1457322,51843,1
1739022-20070216,1796629,307050,1
26075-20060216,1656398,30472,2
2093303-20120501,2142425,361656,2
1332081-20031116,1436868,212036,8
1575625-20101116,2056737,46611,2
35143-20071116,1857260,63966,5
2027465-20110416,2082201,274261,2
2002706-20151116,2426644,348156,1
27732-20030216,1312392,30852,1
16927-20030216,1307471,6969,2
38070-20080516,1896180,54691,1
1769641-20071116,1853364,30773,2
16853-20070216,1777900,28155,1
1969860-20090507,1969860,343225,1
1577244-20071016,1846061,65406,86
1473868-20040112,1473868,272112,1
1336186-20030318,1336186,88621,3
1247751-20021220,1247751,247926,1
1475863-20150516,2387064,33135,2
79567-20021116,1289413,50621,1
2137159-20120510,2137159,1613,24
74173-20020216,1202370,22200,2
53276-20070216,1782295,57150,1
1224904-20020726,1224904,46645,2
1618275-20050718,1618275,39940,2
1304958-20030131,1304958,220386,1
25384-20030216,1312202,30290,1
1801704-20100816,2040456,309473,4
1802421-20090316,1952598,314571,1
1816980-20110416,2082708,315904,1
37225-20070216,1781927,54547,1
1220860-20020216,1223715,222734,1
1351552-20090516,1961943,261025,1
37635-20030216,1308469,15454,2
2032689-20120616,2150886,353154,1
13491-20030816,1363149,27305,1
1246439-20070216,1782571,58560,2
1575590-20090416,1957097,248823,2
1908114-20101216,2063407,331682,1
22315-20020216,1199797,9213,1
1593058-20090616,1966666,85430,3
78942-20070216,1775005,11883,3
1542476-20041025,1542476,282638,1
1139319-20040216,1462466,212319,1
1123534-20040216,1617818,49335,2
2156735-20120516,2156735,372424,1
1619870-20070216,1793754,294720,1
1223231-20030216,1326047,230024,1
1546249-20041119,1546249,284518,1
2179318-20120806,2179318,374579,1
1357728-20030611,1357728,264165,1
1474678-20110316,2077242,272471,1
1305999-20120216,2131111,28245,2
1226528-20020312,1226528,243629,1
1992019-20121016,2182621,347036,1
1490041-20080416,1890513,204490,5
11349-20060816,1722949,26716,1
1168314-20020216,1219932,217775,1
2120082-20131016,2282734,366492,1
1358070-20060216,1668369,264347,1
1738315-20070216,1796550,306736,1
1352685-20060216,1662206,66735,3
1650170-20071116,1865679,299154,1
1772192-20120516,2145320,312595,1
1980681-20101116,2059079,339903,2
29189-20030516,1346968,31202,1
66681-20100616,2028891,43739,1
